,Model_Name,Price,CC,Mileage,Weight
430,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
431,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
432,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
433,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
434,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
435,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
436,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
437,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
438,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
439,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
440,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
441,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
442,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
443,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
444,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
445,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
446,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
447,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
448,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
449,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
450,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
451,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
452,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
453,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
454,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
455,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
456,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
457,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
458,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
459,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
460,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
461,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
462,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
463,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
464,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
465,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
466,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
467,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
468,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
469,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
470,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
471,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
472,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
473,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
474,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
475,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
476,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
477,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
478,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
479,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
480,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
481,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
482,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
483,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
484,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
485,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
486,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
487,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
488,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
489,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
490,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
491,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
492,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
493,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
494,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
495,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
496,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
497,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
498,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
499,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
500,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
501,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
502,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
503,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
504,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
505,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
506,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
507,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
508,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
509,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
510,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
511,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
512,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
513,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
514,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
515,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
516,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
517,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
518,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
519,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
520,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
521,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
522,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
523,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
524,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
525,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
526,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
527,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
528,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
529,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
530,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
531,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
532,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
533,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
534,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
535,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
536,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
537,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
538,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
539,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
540,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
541,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
542,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
543,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
544,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
545,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
546,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
547,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
548,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
549,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
550,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
551,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
552,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
553,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
554,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
555,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
556,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
557,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
558,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
559,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
560,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
561,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
562,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
563,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
564,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
565,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
566,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
567,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
568,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
569,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
570,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
571,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
572,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
573,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
574,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
575,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
576,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
577,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
578,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
579,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
580,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
581,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
582,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
583,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
584,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
585,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
586,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
587,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
588,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
589,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
590,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
591,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
592,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
593,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
594,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
595,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
596,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
597,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
598,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
599,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
600,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
601,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
602,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
603,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
604,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
605,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
606,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
607,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
608,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
609,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
610,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
611,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
612,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
613,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
614,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
615,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
616,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
617,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
618,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
619,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
620,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
621,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
622,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
623,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
624,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
625,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
626,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
627,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
628,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
629,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
630,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
631,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
632,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
633,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
634,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
635,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
636,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
637,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
638,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
639,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
640,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
641,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
642,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
643,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
644,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
645,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
646,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
647,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
648,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
649,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
650,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
651,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
652,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
653,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
654,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
655,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
656,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
657,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
658,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
659,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
660,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
661,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
662,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
663,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
664,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
665,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
666,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
667,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
668,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
669,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
670,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
671,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
672,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
673,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
674,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
675,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
676,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
677,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
678,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
679,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
680,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
681,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
682,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
683,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
684,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
685,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
686,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
687,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
688,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
689,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
690,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
691,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
692,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
693,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
694,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
695,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
696,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
697,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
698,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
699,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
700,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
701,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
702,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
703,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
704,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
705,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
706,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
707,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
708,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
709,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
710,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
711,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
712,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
713,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
714,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
715,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
716,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
717,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
718,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
719,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
720,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
721,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
722,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
723,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
724,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
725,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
726,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
727,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
728,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
729,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
730,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
731,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
732,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
733,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
734,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
735,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
736,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
737,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
738,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
739,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
740,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
741,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
742,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
743,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
744,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
745,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
746,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
747,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
748,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
749,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
750,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
751,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
752,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
753,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
754,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
755,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
756,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
757,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
758,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
759,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
760,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
761,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
762,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
763,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
764,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
765,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
766,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
767,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
768,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
769,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
770,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
771,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
772,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
773,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
774,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
775,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
776,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
777,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
778,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
779,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
780,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
781,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
782,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
783,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
784,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
785,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
786,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
787,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
788,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
789,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
790,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
791,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
792,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
793,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
794,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
795,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
796,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
797,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
798,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
799,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
800,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
801,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
802,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
803,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
804,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
805,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
806,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
807,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
808,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
809,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
810,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
811,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
812,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
813,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
814,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
